make_group,make,model,year_start,year_end,market,market_priority
ac,AC,Ace,1993,1996,GLOBAL,999
ac,AC,Aceca,1998,2000,GLOBAL,999
ac,AC,Frua,1966,1973,GLOBAL,999
acura,Acura,ADX,2024,,GLOBAL,999
acura,Acura,CL,1997,2004,GLOBAL,999
acura,Acura,CSX,2005,2011,GLOBAL,999
acura,Acura,EL,1997,2000,GLOBAL,999
acura,Acura,ILX,2012,2022,GLOBAL,999
acura,Acura,Integra,1986,,GLOBAL,999
acura,Acura,Legend,1986,1996,GLOBAL,999
acura,Acura,MDX,2001,,GLOBAL,999
acura,Acura,NSX,1991,2022,GLOBAL,999
acura,Acura,RDX,2006,,GLOBAL,999
acura,Acura,RL,2004,2012,GLOBAL,999
acura,Acura,RLX,2013,2020,GLOBAL,999
acura,Acura,RSX,2002,2006,GLOBAL,999
acura,Acura,RSX TYPE-S,2005,2006,GLOBAL,999
acura,Acura,SLX,1996,1999,GLOBAL,999
acura,Acura,TL,1995,2014,GLOBAL,999
acura,Acura,TLX,2015,2024,GLOBAL,999
acura,Acura,TSX,2003,2014,GLOBAL,999
acura,Acura,ZDX,2009,,GLOBAL,999
alfa-romeo,Alfa Romeo,145,1994,2000,BG,28
alfa-romeo,Alfa Romeo,146,1995,2000,BG,28
alfa-romeo,Alfa Romeo,147,2000,2009,BG,28
alfa-romeo,Alfa Romeo,155,1992,1998,BG,28
alfa-romeo,Alfa Romeo,156,1997,2005,BG,28
alfa-romeo,Alfa Romeo,156 Sportwagon,2000,2005,BG,28
alfa-romeo,Alfa Romeo,159,2005,2011,BG,28
alfa-romeo,Alfa Romeo,159 Sportwagon,2006,2011,BG,28
alfa-romeo,Alfa Romeo,164,1988,1998,BG,28
alfa-romeo,Alfa Romeo,166,1996,2007,BG,28
alfa-romeo,Alfa Romeo,2000,1971,1977,BG,28
alfa-romeo,Alfa Romeo,33,1983,1994,BG,28
alfa-romeo,Alfa Romeo,33 Sport,1988,1994,BG,28
alfa-romeo,Alfa Romeo,4C,2013,2020,BG,28
alfa-romeo,Alfa Romeo,6,1979,1986,BG,28
alfa-romeo,Alfa Romeo,75,1985,1992,BG,28
alfa-romeo,Alfa Romeo,8C,1931,2010,BG,28
alfa-romeo,Alfa Romeo,Alfasud,1972,1983,BG,28
alfa-romeo,Alfa Romeo,Alfasud Giardinetta,1975,1981,BG,28
alfa-romeo,Alfa Romeo,Alfasud Sprint,1976,1983,BG,28
alfa-romeo,Alfa Romeo,Alfasud Ti,1973,1983,BG,28
alfa-romeo,Alfa Romeo,Alfetta,1972,1984,BG,28
alfa-romeo,Alfa Romeo,Arna,1983,1987,BG,28
alfa-romeo,Alfa Romeo,Brera,2005,2010,BG,28
alfa-romeo,Alfa Romeo,Crosswagon Q4,2004,2007,BG,28
alfa-romeo,Alfa Romeo,Giulia,1962,,BG,28
alfa-romeo,Alfa Romeo,Giulia GTA,2020,,BG,28
alfa-romeo,Alfa Romeo,Giulia Quadrifoglio,2016,2022,BG,28
alfa-romeo,Alfa Romeo,Giulia Veloce,2016,2022,BG,28
alfa-romeo,Alfa Romeo,Giulietta,1954,2020,BG,28
alfa-romeo,Alfa Romeo,Giulietta Quadrifoglio Verde,2011,2016,BG,28
alfa-romeo,Alfa Romeo,GT,2003,2010,BG,28
alfa-romeo,Alfa Romeo,GTV,1995,2005,BG,28
alfa-romeo,Alfa Romeo,Junior,2024,,BG,28
alfa-romeo,Alfa Romeo,MiTo,2008,2018,BG,28
alfa-romeo,Alfa Romeo,MiTo Quadrifoglio Verde,2009,2016,BG,28
alfa-romeo,Alfa Romeo,MiTo Veloce,2016,2018,BG,28
alfa-romeo,Alfa Romeo,Montreal,1970,1977,BG,28
alfa-romeo,Alfa Romeo,Spider,1970,2010,BG,28
alfa-romeo,Alfa Romeo,Sprint,1976,1989,BG,28
alfa-romeo,Alfa Romeo,Stelvio,2017,,BG,28
alfa-romeo,Alfa Romeo,Stelvio Quadrifoglio,2017,2023,BG,28
alfa-romeo,Alfa Romeo,Tonale,2022,,BG,28
alpine,Alpine,A110,1962,,GLOBAL,999
alpine,Alpine,A110S,2019,,GLOBAL,999
alpine,Alpine,A290,2024,,GLOBAL,999
alpine,Alpine,A390,2025,,GLOBAL,999
arcfox,Arcfox,Alpha S,2024,,GLOBAL,999
arcfox,Arcfox,Alpha T,2024,,GLOBAL,999
ariel,Ariel,Atom,1999,2013,GLOBAL,999
ariel,Ariel,Nomad,2015,2024,GLOBAL,999
aro,Aro,10 Series,1980,2004,GLOBAL,999
aro,Aro,24 Series,1972,2006,GLOBAL,999
aro,Aro,M Series,1959,1975,GLOBAL,999
artega,Artega,GT,2010,2012,GLOBAL,999
artega,Artega,Scalo,2015,2017,GLOBAL,999
aston-martin,Aston Martin,Cygnet,2011,2013,GLOBAL,999
aston-martin,Aston Martin,DB AR1,2003,2004,GLOBAL,999
aston-martin,Aston Martin,DB11,2016,2023,GLOBAL,999
aston-martin,Aston Martin,DB11 Volante,2018,2023,GLOBAL,999
aston-martin,Aston Martin,DB12,2023,,GLOBAL,999
aston-martin,Aston Martin,DB12 Volante,2023,,GLOBAL,999
aston-martin,Aston Martin,DB6,1965,1970,GLOBAL,999
aston-martin,Aston Martin,DB6 Volante,1965,1970,GLOBAL,999
aston-martin,Aston Martin,DB7,1993,2004,GLOBAL,999
aston-martin,Aston Martin,DB7 Volante,1996,2003,GLOBAL,999
aston-martin,Aston Martin,DB9,2004,2016,GLOBAL,999
aston-martin,Aston Martin,DB9 Volante,2004,2015,GLOBAL,999
aston-martin,Aston Martin,DBS,1967,,GLOBAL,999
aston-martin,Aston Martin,DBS Volante,2009,2012,GLOBAL,999
aston-martin,Aston Martin,DBX,2020,,GLOBAL,999
aston-martin,Aston Martin,Lagonda,1976,1989,GLOBAL,999
aston-martin,Aston Martin,One-77,2009,2012,GLOBAL,999
aston-martin,Aston Martin,Rapide,2010,2013,GLOBAL,999
aston-martin,Aston Martin,Rapide AMR,2017,2020,GLOBAL,999
aston-martin,Aston Martin,Rapide E,2019,2019,GLOBAL,999
aston-martin,Aston Martin,Rapide S,2013,2018,GLOBAL,999
aston-martin,Aston Martin,V12 Speedster,2020,2022,GLOBAL,999
aston-martin,Aston Martin,V12 Vantage,2009,,GLOBAL,999
aston-martin,Aston Martin,V12 Vantage AMR,2017,2019,GLOBAL,999
aston-martin,Aston Martin,V12 Vantage S,2014,2018,GLOBAL,999
aston-martin,Aston Martin,V12 Zagato,2012,2013,GLOBAL,999
aston-martin,Aston Martin,V8 Vantage,1973,,GLOBAL,999
aston-martin,Aston Martin,V8 Vantage S,2011,2017,GLOBAL,999
aston-martin,Aston Martin,V8 Volante,1978,2014,GLOBAL,999
aston-martin,Aston Martin,Valhalla,2022,,GLOBAL,999
aston-martin,Aston Martin,Vanquish,2001,,GLOBAL,999
aston-martin,Aston Martin,Vanquish S,2004,2018,GLOBAL,999
aston-martin,Aston Martin,Vanquish Volante,2013,,GLOBAL,999
aston-martin,Aston Martin,Vantage,2020,,GLOBAL,999
aston-martin,Aston Martin,Vantage GT12,2015,2016,GLOBAL,999
aston-martin,Aston Martin,Vantage GT8,2016,2017,GLOBAL,999
aston-martin,Aston Martin,Virage,1988,2012,GLOBAL,999
aston-martin,Aston Martin,Virage Volante,1992,2012,GLOBAL,999
aston-martin,Aston Martin,Vulcan,2015,2016,GLOBAL,999
audi,Audi,100,1969,1976,BG,3
audi,Audi,100/ 200,1968,1994,BG,3
audi,Audi,100/ 200 Avant,1983,1994,BG,3
audi,Audi,80 Avant RS2,1994,1996,BG,3
audi,Audi,80 Avant S2,1993,1995,BG,3
audi,Audi,80 S2,1993,1995,BG,3
audi,Audi,80/ 90,1984,1995,BG,3
audi,Audi,80/ 90 Avant,1991,1995,BG,3
audi,Audi,90,1987,1991,BG,3
audi,Audi,A1,2010,,BG,3
audi,Audi,A1 Quattro,2012,2013,BG,3
audi,Audi,A2,1999,2005,BG,3
audi,Audi,A3,1996,,BG,3
audi,Audi,A3 allstreet,2024,,BG,3
audi,Audi,A4,1994,2025,BG,3
audi,Audi,A4 Allroad,2009,2025,BG,3
audi,Audi,A4 Avant,1996,2025,BG,3
audi,Audi,A4 DTM Edition,2005,2007,BG,3
audi,Audi,A5,2007,,BG,3
audi,Audi,A5 Avant,2024,,BG,3
audi,Audi,A6,1994,,BG,3
audi,Audi,A6 Avant,1994,,BG,3
audi,Audi,A7,2010,2025,BG,3
audi,Audi,A8,1994,,BG,3
audi,Audi,Allroad,2000,,BG,3
audi,Audi,Convertible,1991,2000,BG,3
audi,Audi,Coupe,1981,1996,BG,3
audi,Audi,Coupe S2,1990,1996,BG,3
audi,Audi,e-tron,2019,,BG,3
audi,Audi,e-tron GT,2021,,BG,3
audi,Audi,E5,2025,,BG,3
audi,Audi,Nuvolari,2026,,BG,3
audi,Audi,Q2,2016,,BG,3
audi,Audi,Q3,2011,,BG,3
audi,Audi,Q4,2021,,BG,3
audi,Audi,Q4 e-tron,2021,,BG,3
audi,Audi,Q5,2008,,BG,3
audi,Audi,Q6,2024,,BG,3
audi,Audi,Q7,2006,,BG,3
audi,Audi,Q8,2018,,BG,3
audi,Audi,Q8 e-tron,2022,,BG,3
audi,Audi,Quattro,1980,1991,BG,3
audi,Audi,R8,2007,,BG,3
audi,Audi,R8 GT,2010,2024,BG,3
audi,Audi,RS 3,2010,,BG,3
audi,Audi,RS 4,2005,2009,BG,3
audi,Audi,RS 4 Avant,2000,2025,BG,3
audi,Audi,RS 5,2010,,BG,3
audi,Audi,RS Q3,2013,2015,BG,3
audi,Audi,RS Q8,2019,,BG,3
audi,Audi,RS5 Avant,2026,,BG,3
audi,Audi,RS6,2002,2010,BG,3
audi,Audi,RS6 Avant,2002,,BG,3
audi,Audi,RS7,2013,,BG,3
audi,Audi,S1,2014,2018,BG,3
audi,Audi,S3,1999,,BG,3
audi,Audi,S4,1997,2023,BG,3
audi,Audi,S4 Avant,1997,2023,BG,3
audi,Audi,S5,2007,,BG,3
audi,Audi,S5 Avant,2024,,BG,3
audi,Audi,S6,1994,2025,BG,3
audi,Audi,S6 Avant,1994,,BG,3
audi,Audi,S7,2011,2025,BG,3
audi,Audi,S8,1996,,BG,3
audi,Audi,S8 Plus,2015,2019,BG,3
audi,Audi,SQ2,2018,,BG,3
audi,Audi,SQ5,2013,,BG,3
audi,Audi,SQ6,2024,,BG,3
audi,Audi,SQ7,2016,,BG,3
audi,Audi,SQ8,2019,,BG,3
audi,Audi,SQ8 e-tron,2023,,BG,3
audi,Audi,TT,1998,,BG,3
audi,Audi,TT RS,2009,2023,BG,3
audi,Audi,V8,1988,1994,BG,3
aurus,Aurus,Senat,2018,,GLOBAL,999
baic,BAIC,MOTOR BJ60,2023,,GLOBAL,999
bentley,Bentley,Arnage,1999,2009,GLOBAL,999
bentley,Bentley,Azure,1995,2011,GLOBAL,999
bentley,Bentley,Batur,2024,,GLOBAL,999
bentley,Bentley,Bentayga,2015,,GLOBAL,999
bentley,Bentley,Bentayga Speed,2019,,GLOBAL,999
bentley,Bentley,Brooklands,1992,2011,GLOBAL,999
bentley,Bentley,Continental,1952,2013,GLOBAL,999
bentley,Bentley,Continental Flying Spur,2005,2013,GLOBAL,999
bentley,Bentley,Continental GT,2011,,GLOBAL,999
bentley,Bentley,Continental GTC,2006,,GLOBAL,999
bentley,Bentley,Flying Spur,2014,,GLOBAL,999
bentley,Bentley,Mulliner,2020,,GLOBAL,999
bentley,Bentley,Mulsanne,2009,2020,GLOBAL,999
bentley,Bentley,State Sedan,,,GLOBAL,999
bentley,Bentley,T1,1965,1976,GLOBAL,999
bentley,Bentley,T2,1977,1980,GLOBAL,999
bestune,Bestune,B70,2006,,GLOBAL,999
bestune,Bestune,T55,2021,,GLOBAL,999
bestune,Bestune,T77,2018,,GLOBAL,999
bestune,Bestune,T99,2019,,GLOBAL,999
bmw,BMW,1 Series,2004,,BG,2
bmw,BMW,1 Series M,2010,2012,BG,2
bmw,BMW,1500/1600,1962,1975,BG,2
bmw,BMW,2 Series,2013,,BG,2
bmw,BMW,2 Series Active Tourer,2014,,BG,2
bmw,BMW,2 Series Gran,2019,,BG,2
bmw,BMW,2 Series Gran Tourer,2015,2021,BG,2
bmw,BMW,2002,1968,1975,BG,2
bmw,BMW,2800 CS,1968,1971,BG,2
bmw,BMW,3 Series,1975,,BG,2
bmw,BMW,3 Series Compact,1994,2005,BG,2
bmw,BMW,3 Series Gran Turismo,2013,2020,BG,2
bmw,BMW,3.0 CSi,1971,1975,BG,2
bmw,BMW,3.0 CSL,1971,1975,BG,2
bmw,BMW,4 Series,2013,,BG,2
bmw,BMW,4 Series Gran,2014,,BG,2
bmw,BMW,5 Series,1972,,BG,2
bmw,BMW,5 Series Gran Turismo,2009,2017,BG,2
bmw,BMW,6 Series,1976,2018,BG,2
bmw,BMW,6 Series Gran,2012,2018,BG,2
bmw,BMW,6 Series Gran Turismo,2017,,BG,2
bmw,BMW,7 Series,1977,,BG,2
bmw,BMW,8 Series,1989,,BG,2
bmw,BMW,8 Series Gran,2019,2022,BG,2
bmw,BMW,i3,2013,,BG,2
bmw,BMW,i4,2021,,BG,2
bmw,BMW,i5,2023,,BG,2
bmw,BMW,i7,2022,,BG,2
bmw,BMW,i8,2014,2020,BG,2
bmw,BMW,iX,2021,,BG,2
bmw,BMW,iX M,2022,2025,BG,2
bmw,BMW,iX1,2022,,BG,2
bmw,BMW,iX2,2023,,BG,2
bmw,BMW,iX3,2020,,BG,2
bmw,BMW,M1,1978,1981,BG,2
bmw,BMW,M2,2015,,BG,2
bmw,BMW,M2 CS,2019,,BG,2
bmw,BMW,M3,1986,,BG,2
bmw,BMW,M3 CS,2025,,BG,2
bmw,BMW,M4,2014,,BG,2
bmw,BMW,M4 CS,2017,,BG,2
bmw,BMW,M4 GTS,2015,2016,BG,2
bmw,BMW,M5,1979,,BG,2
bmw,BMW,M6,1984,2018,BG,2
bmw,BMW,M6 Cabrio,2006,2018,BG,2
bmw,BMW,M6 Gran,2013,2018,BG,2
bmw,BMW,M8,2019,,BG,2
bmw,BMW,M8 Gran,2022,,BG,2
bmw,BMW,X1,2009,,BG,2
bmw,BMW,X2,2018,,BG,2
bmw,BMW,X3,2004,,BG,2
bmw,BMW,X3 M,2019,,BG,2
bmw,BMW,X4,2014,,BG,2
bmw,BMW,X4 M,2019,,BG,2
bmw,BMW,X5,2000,,BG,2
bmw,BMW,X5 M,2009,,BG,2
bmw,BMW,X6,2008,,BG,2
bmw,BMW,X6 M,2009,,BG,2
bmw,BMW,X7,2018,,BG,2
bmw,BMW,XM,2022,,BG,2
bmw,BMW,Z1,1988,1991,BG,2
bmw,BMW,Z3,1996,2003,BG,2
bmw,BMW,Z4,2002,,BG,2
bmw,BMW,Z8,2000,2003,BG,2
borgward,Borgward,BX7,2016,2021,GLOBAL,999
brilliance,Brilliance,H230,2012,,GLOBAL,999
brilliance,Brilliance,H330,2013,,GLOBAL,999
brilliance,Brilliance,H530,2011,,GLOBAL,999
brilliance,Brilliance,V3,2015,,GLOBAL,999
brilliance,Brilliance,V5,2012,,GLOBAL,999
brilliance,Brilliance,V7,2018,,GLOBAL,999
bristol,Bristol,411,1972,1974,GLOBAL,999
bristol,Bristol,412,1975,1978,GLOBAL,999
bristol,Bristol,603,1976,1994,GLOBAL,999
bristol,Bristol,Blenheim,1994,2011,GLOBAL,999
bristol,Bristol,Bullet,2017,2017,GLOBAL,999
bristol,Bristol,Fighter,2002,2011,GLOBAL,999
bristol,Bristol,Series 6,2010,2011,GLOBAL,999
bufori,Bufori,CS8,2025,,GLOBAL,999
bufori,Bufori,Geneva,2010,,GLOBAL,999
bufori,Bufori,La Joya,2004,,GLOBAL,999
bugatti,Bugatti,Bolide,2022,,GLOBAL,999
bugatti,Bugatti,Brouillard,2025,,GLOBAL,999
bugatti,Bugatti,Centodieci,2019,2022,GLOBAL,999
bugatti,Bugatti,Chiron,2016,,GLOBAL,999
bugatti,Bugatti,Divo,2018,2021,GLOBAL,999
bugatti,Bugatti,EB 110,1991,1995,GLOBAL,999
bugatti,Bugatti,La Voiture Noire,2019,2019,GLOBAL,999
bugatti,Bugatti,Mistral,2022,,GLOBAL,999
bugatti,Bugatti,Tourbillon,2024,,GLOBAL,999
bugatti,Bugatti,Type 5,,,GLOBAL,999
bugatti,Bugatti,Type 64,,,GLOBAL,999
bugatti,Bugatti,Veyron,2005,2015,GLOBAL,999
buick,Buick,Cascada,2016,2019,GLOBAL,999
buick,Buick,Century,1939,2005,GLOBAL,999
buick,Buick,Enclave,2007,,GLOBAL,999
buick,Buick,Encore,2013,,GLOBAL,999
buick,Buick,Envision,2014,,GLOBAL,999
buick,Buick,Envista,2023,,GLOBAL,999
buick,Buick,Gran Sport,1970,1971,GLOBAL,999
buick,Buick,LaCrosse,2004,2019,GLOBAL,999
buick,Buick,LeSabre,1991,2005,GLOBAL,999
buick,Buick,Lucerne,2005,2011,GLOBAL,999
buick,Buick,Model 26,,,GLOBAL,999
buick,Buick,Model 27,,,GLOBAL,999
buick,Buick,Model 32,,,GLOBAL,999
buick,Buick,Model 33,,,GLOBAL,999
buick,Buick,Model 38,,,GLOBAL,999
buick,Buick,Model 39,,,GLOBAL,999
buick,Buick,Model 41,,,GLOBAL,999
buick,Buick,Model C,,,GLOBAL,999
buick,Buick,Park Avenue,1991,2005,GLOBAL,999
buick,Buick,Rainier,2003,2007,GLOBAL,999
buick,Buick,Reatta,1988,1991,GLOBAL,999
buick,Buick,Regal,1988,2020,GLOBAL,999
buick,Buick,Rendezvous,2002,2007,GLOBAL,999
buick,Buick,Riviera,1963,1993,GLOBAL,999
buick,Buick,Skylark,1953,1997,GLOBAL,999
buick,Buick,Terraza,2005,2007,GLOBAL,999
buick,Buick,Verano,2012,2017,GLOBAL,999
byd,BYD,ATTO 2,2025,,BG,40
byd,BYD,ATTO 3,2022,,BG,40
byd,BYD,DOLPHIN,2025,,BG,40
byd,BYD,Sealion 7,2024,,BG,40
cadillac,Cadillac,Allante,1987,1993,GLOBAL,999
cadillac,Cadillac,ATS,2012,2019,GLOBAL,999
cadillac,Cadillac,ATS-V,2015,2019,GLOBAL,999
cadillac,Cadillac,BLS,2006,2010,GLOBAL,999
cadillac,Cadillac,Brougham,1992,1996,GLOBAL,999
cadillac,Cadillac,Catera,1997,2001,GLOBAL,999
cadillac,Cadillac,Celestiq,2023,,GLOBAL,999
cadillac,Cadillac,CT4,2019,,GLOBAL,999
cadillac,Cadillac,CT4-V,2019,,GLOBAL,999
cadillac,Cadillac,CT5,2019,,GLOBAL,999
cadillac,Cadillac,CT5-V,2019,,GLOBAL,999
cadillac,Cadillac,CT6,2016,2023,GLOBAL,999
cadillac,Cadillac,CTS,2002,2019,GLOBAL,999
cadillac,Cadillac,CTS Sport,2009,2014,GLOBAL,999
cadillac,Cadillac,CTS V-Series,2003,2019,GLOBAL,999
cadillac,Cadillac,CTS-V,2012,2015,GLOBAL,999
cadillac,Cadillac,CTS-V Sport,2010,2014,GLOBAL,999
cadillac,Cadillac,DeVille,1994,2005,GLOBAL,999
cadillac,Cadillac,DTS,2005,2011,GLOBAL,999
cadillac,Cadillac,Eldorado,1957,2003,GLOBAL,999
cadillac,Cadillac,ELR,2014,2016,GLOBAL,999
cadillac,Cadillac,Escalade,2000,,GLOBAL,999
cadillac,Cadillac,Escalade ESV,2002,2024,GLOBAL,999
cadillac,Cadillac,Escalade EXT,2001,2013,GLOBAL,999
cadillac,Cadillac,Escalade IQL,2025,,GLOBAL,999
cadillac,Cadillac,Lyriq,2022,,GLOBAL,999
cadillac,Cadillac,Lyriq-V,2025,,GLOBAL,999
cadillac,Cadillac,Optiq,2023,,GLOBAL,999
cadillac,Cadillac,Optiq-V,2025,,GLOBAL,999
cadillac,Cadillac,Seville,1992,2004,GLOBAL,999
cadillac,Cadillac,SRX,2004,2016,GLOBAL,999
cadillac,Cadillac,STS,2004,2010,GLOBAL,999
cadillac,Cadillac,Vistiq,2023,,GLOBAL,999
cadillac,Cadillac,XLR,2003,2009,GLOBAL,999
cadillac,Cadillac,XLR V-Series,2008,2009,GLOBAL,999
cadillac,Cadillac,XT4,2018,2025,GLOBAL,999
cadillac,Cadillac,XT5,2016,2024,GLOBAL,999
cadillac,Cadillac,XT6,2019,2025,GLOBAL,999
cadillac,Cadillac,XTS,2013,2019,GLOBAL,999
caterham,Caterham,Classic,2000,2005,GLOBAL,999
caterham,Caterham,CSR,2005,2024,GLOBAL,999
caterham,Caterham,Roadsport,2007,2009,GLOBAL,999
caterham,Caterham,Seven 160,2013,,GLOBAL,999
caterham,Caterham,Seven 620,2013,,GLOBAL,999
caterham,Caterham,Superlight,2013,,GLOBAL,999
caterham,Caterham,Supersport,2012,,GLOBAL,999
caterham,Caterham,The Super Seven 1600,2020,,GLOBAL,999
changan,Changan,Alsvin,2018,,GLOBAL,999
changan,Changan,CS15,2016,,GLOBAL,999
changan,Changan,CS35,2012,,GLOBAL,999
changan,Changan,CS55,2017,,GLOBAL,999
changan,Changan,CS75,2014,,GLOBAL,999
changan,Changan,CS85,2019,,GLOBAL,999
changan,Changan,CS95,2017,,GLOBAL,999
changan,Changan,Eado,2012,,GLOBAL,999
changan,Changan,Hunter,2019,,GLOBAL,999
changan,Changan,UNI-K,2021,,GLOBAL,999
changan,Changan,UNI-T,2020,,GLOBAL,999
changan,Changan,UNI-V,2022,,GLOBAL,999
chery,Chery,TIGGO 7,2024,,GLOBAL,999
chery,Chery,TIGGO 8,2022,,GLOBAL,999
chery,Chery,TIGGO 9,2025,,GLOBAL,999
chevrolet,Chevrolet,Agile,2009,2016,BG,27
chevrolet,Chevrolet,Astro,1994,2005,BG,27
chevrolet,Chevrolet,Avalanche,2001,2013,BG,27
chevrolet,Chevrolet,Aveo / Kalos,2002,2016,BG,27
chevrolet,Chevrolet,Blazer,1995,,BG,27
chevrolet,Chevrolet,Bolt,2016,,BG,27
chevrolet,Chevrolet,Camaro,1967,2023,BG,27
chevrolet,Chevrolet,Captiva,2006,2016,BG,27
chevrolet,Chevrolet,Cavalier,1994,2005,BG,27
chevrolet,Chevrolet,Celta,2000,2015,BG,27
chevrolet,Chevrolet,Chevelle,1963,1977,BG,27
chevrolet,Chevrolet,Classic,2002,2016,BG,27
chevrolet,Chevrolet,Cobalt,2004,2020,BG,27
chevrolet,Chevrolet,Colorado,2003,,BG,27
chevrolet,Chevrolet,Colorado Regular Cab,2003,2012,BG,27
chevrolet,Chevrolet,Corvette,1953,,BG,27
chevrolet,Chevrolet,Corvette E-Ray,2023,,BG,27
chevrolet,Chevrolet,Corvette Grand Sport,2026,,BG,27
chevrolet,Chevrolet,Corvette Grand Sport X,,,BG,27
chevrolet,Chevrolet,Corvette Z06,2008,,BG,27
chevrolet,Chevrolet,Corvette ZR1,2008,,BG,27
chevrolet,Chevrolet,Cruze,2009,2019,BG,27
chevrolet,Chevrolet,Epica,2006,2011,BG,27
chevrolet,Chevrolet,Equinox,2004,,BG,27
chevrolet,Chevrolet,Evanda,2004,2006,BG,27
chevrolet,Chevrolet,Express,1995,,BG,27
chevrolet,Chevrolet,HHR,2005,2011,BG,27
chevrolet,Chevrolet,Impala,1958,2020,BG,27
chevrolet,Chevrolet,Malibu,1996,2024,BG,27
chevrolet,Chevrolet,Malibu Maxx,2003,2008,BG,27
chevrolet,Chevrolet,Matiz / Spark,2000,2022,BG,27
chevrolet,Chevrolet,Monte Carlo,2005,2007,BG,27
chevrolet,Chevrolet,Nubira / Lacetti,2002,2009,BG,27
chevrolet,Chevrolet,Onix,2012,2019,BG,27
chevrolet,Chevrolet,Orlando,2010,2018,BG,27
chevrolet,Chevrolet,Prisma,2013,2016,BG,27
chevrolet,Chevrolet,S-10,1997,2004,BG,27
chevrolet,Chevrolet,Silverado,2008,,BG,27
chevrolet,Chevrolet,Silverado 2500HD,2007,,BG,27
chevrolet,Chevrolet,Silverado 3500HD,2008,2013,BG,27
chevrolet,Chevrolet,Silverado Hybrid,2008,2013,BG,27
chevrolet,Chevrolet,Sonic,2011,2020,BG,27
chevrolet,Chevrolet,Sonic RS,2012,2020,BG,27
chevrolet,Chevrolet,Spark EV,2013,2016,BG,27
chevrolet,Chevrolet,Spin,2012,2018,BG,27
chevrolet,Chevrolet,SS,2013,2017,BG,27
chevrolet,Chevrolet,SSR,2003,2006,BG,27
chevrolet,Chevrolet,Suburban,1999,,BG,27
chevrolet,Chevrolet,Tacuma,2004,2008,BG,27
chevrolet,Chevrolet,Tahoe,1991,,BG,27
chevrolet,Chevrolet,Tracker,1999,2017,BG,27
chevrolet,Chevrolet,TrailBlazer,2000,,BG,27
chevrolet,Chevrolet,Traverse,2008,,BG,27
chevrolet,Chevrolet,Trax,2013,,BG,27
chevrolet,Chevrolet,Uplander,2004,2009,BG,27
chevrolet,Chevrolet,Venture,1996,2005,BG,27
chevrolet,Chevrolet,Volt,2011,2019,BG,27
chrysler,Chrysler,200,2011,2016,GLOBAL,999
chrysler,Chrysler,300,2011,2023,GLOBAL,999
chrysler,Chrysler,300C,1957,,GLOBAL,999
chrysler,Chrysler,300M,1998,2004,GLOBAL,999
chrysler,Chrysler,Aspen,2006,2009,GLOBAL,999
chrysler,Chrysler,Concorde,1993,2004,GLOBAL,999
chrysler,Chrysler,Crossfire,2003,2008,GLOBAL,999
chrysler,Chrysler,Daytona,1992,1993,GLOBAL,999
chrysler,Chrysler,Grand Voyager,2008,2015,GLOBAL,999
chrysler,Chrysler,LeBaron,1982,1988,GLOBAL,999
chrysler,Chrysler,New Yorker,1955,1997,GLOBAL,999
chrysler,Chrysler,Pacifica,2003,,GLOBAL,999
chrysler,Chrysler,PT Cruiser,2000,2010,GLOBAL,999
chrysler,Chrysler,Saratoga,1989,1995,GLOBAL,999
chrysler,Chrysler,Sebring,2000,2010,GLOBAL,999
chrysler,Chrysler,Town & Country,2000,2016,GLOBAL,999
chrysler,Chrysler,Voyager,2000,2003,GLOBAL,999
citroen,Citroen,CITROEN 2CV,1949,1990,BG,13
citroen,Citroen,CITROEN AMI,2020,,BG,13
citroen,Citroen,CITROEN AX,1986,1998,BG,13
citroen,Citroen,CITROEN Axel,1985,1989,BG,13
citroen,Citroen,CITROEN Berlingo,1996,,BG,13
citroen,Citroen,CITROEN BX,1983,1993,BG,13
citroen,Citroen,CITROEN BX Break,1985,1994,BG,13
citroen,Citroen,CITROEN C-Crosser,2007,2012,BG,13
citroen,Citroen,CITROEN C-Elysee,2013,2016,BG,13
citroen,Citroen,CITROEN C-Zero,2010,2020,BG,13
citroen,Citroen,CITROEN C1,2005,2022,BG,13
citroen,Citroen,CITROEN C2,2003,2010,BG,13
citroen,Citroen,CITROEN C3,2002,,BG,13
citroen,Citroen,CITROEN C3 Aircross,2017,,BG,13
citroen,Citroen,CITROEN C3 Picasso,2008,2017,BG,13
citroen,Citroen,CITROEN C3 Pluriel,2003,2010,BG,13
citroen,Citroen,CITROEN C4,2004,,BG,13
citroen,Citroen,CITROEN C4 Aircross,2012,2017,BG,13
citroen,Citroen,CITROEN C4 Cactus,2014,2020,BG,13
citroen,Citroen,CITROEN C4 Picasso,2007,2018,BG,13
citroen,Citroen,CITROEN C5,2001,2019,BG,13
citroen,Citroen,CITROEN C5 Aircross,2018,,BG,13
citroen,Citroen,CITROEN C5 Crosstourer,2014,2019,BG,13
citroen,Citroen,CITROEN C5 X,2021,,BG,13
citroen,Citroen,CITROEN C6,2005,2012,BG,13
citroen,Citroen,CITROEN C8,2002,2014,BG,13
citroen,Citroen,CITROEN CX,1974,1989,BG,13
citroen,Citroen,CITROEN CX Break,1976,1991,BG,13
citroen,Citroen,CITROEN DS,1955,1976,BG,13
citroen,Citroen,CITROEN DS3,2009,2014,BG,13
citroen,Citroen,CITROEN DS4,2010,2014,BG,13
